Festo,DST
-232.3,-97.9
-232.1,-97.9
-232.1,-97.9
-232.0,-98.1
-232.0,-98.2
-232.1,-98.4
-232.1,-98.6
-232.0,-98.7
-231.9,-98.8
-231.8,-99.0
-231.8,-99.1
-231.8,-99.2
-231.8,-99.1
-231.8,-98.9
-231.8,-98.6
-231.9,-98.3
-232.0,-98.2
-232.2,-98.1
-232.2,-98.0
-232.2,-98.0
-232.2,-98.0
-232.0,-97.9
-232.2,-97.9
-232.3,-97.9
-232.2,-97.9
-232.4,-98.0
-232.4,-98.0
-232.4,-98.0
-232.5,-98.0
-232.6,-98.0
-232.6,-98.0
-232.7,-98.0
-232.7,-98.0
-232.7,-98.1
-232.8,-98.2
-232.8,-98.3
-232.8,-98.3
-232.9,-98.2
-232.8,-98.1
-232.7,-98.0
-232.6,-97.8
-232.4,-97.7
-232.4,-97.6
-232.4,-97.6
-232.4,-97.7
-232.4,-97.9
-232.5,-98.1
-232.4,-98.4
-232.3,-98.7
-232.3,-98.9
-232.2,-99.1
-232.3,-99.2
-232.3,-99.2
-232.3,-99.2
-232.4,-99.2
-232.3,-99.3
-232.4,-99.3
-232.3,-99.3
-232.2,-99.3
-232.2,-99.2
-232.2,-99.2
-232.4,-99.2
-232.6,-99.1
-232.6,-98.9
-232.7,-98.7
-232.7,-98.5
-232.7,-98.4
-232.9,-98.3
-232.8,-98.3
-232.8,-98.2
-232.7,-98.2
-232.6,-98.2
-232.5,-98.2
-232.4,-98.1
-232.2,-98.2
-232.1,-98.4
-232.0,-98.3
-232.2,-98.5
-232.2,-98.6
-232.4,-98.6
-232.6,-98.8
-232.5,-98.9
-232.7,-98.9
-232.7,-98.9
-232.6,-98.9
-232.6,-98.6
-232.7,-98.4
-232.6,-98.3
-232.6,-98.1
-232.6,-98.1
-232.4,-98.2
-232.2,-98.3
-232.1,-98.4
-232.0,-98.5
-232.0,-98.5
-232.2,-98.7
-232.2,-98.8
-232.3,-98.9
-232.4,-99.0
-232.3,-98.9
-232.4,-98.9
-232.4,-98.9
-232.4,-98.9
-232.4,-98.9
-232.3,-99.0
-232.3,-99.0
-232.3,-99.0
-232.3,-99.0
-232.2,-99.2
-232.2,-99.4
-232.0,-99.7
-231.8,-100.0
-231.6,-100.0
-231.4,-100.1
-231.4,-100.2
-231.5,-100.3
-231.5,-100.4
-231.6,-100.5
-231.7,-100.6
-231.8,-100.7
-231.8,-100.8
-231.8,-100.8
-231.8,-100.8
-231.7,-100.8
-231.7,-100.9
-231.8,-100.9
-231.8,-100.9
-231.9,-101.0
-231.9,-101.0
-231.7,-100.9
-231.5,-100.9
-231.2,-100.8
-231.1,-100.7
-231.2,-100.7
-231.2,-100.7
-231.3,-100.7
-231.4,-100.7
-231.5,-100.7
-231.5,-100.6
-231.4,-100.3
-231.3,-100.0
-231.2,-99.6
-231.1,-99.3
-231.1,-99.3
-231.2,-99.2
-231.3,-99.1
-231.5,-99.0
-231.7,-99.0
-231.8,-99.0
-232.0,-99.0
-232.0,-99.0
-231.8,-99.1
-231.7,-99.3
-231.6,-99.4
-231.5,-99.5
-231.4,-99.5
-231.2,-99.5
-230.9,-99.5
-230.8,-99.4
-230.7,-99.4
-230.7,-99.3
-230.8,-99.2
-230.8,-99.1
-230.9,-98.9
-231.0,-98.8
-230.9,-98.6
-231.0,-98.4
-230.9,-98.4
-230.8,-98.3
-230.8,-98.4
-230.8,-98.5
-230.8,-98.5
-230.9,-98.6
-231.0,-98.8
-231.0,-98.9
-231.1,-99.1
-231.0,-99.0
-231.0,-98.9
-231.1,-98.7
-231.1,-98.4
-231.2,-98.4
-231.2,-98.4
-231.3,-98.4
-231.4,-98.5
-231.4,-98.6
-231.3,-98.5
-231.1,-98.5
-230.9,-98.3
-230.8,-98.2
-230.7,-98.1
-230.8,-97.9
-230.6,-97.8
-230.6,-97.7
-230.6,-97.7
-230.6,-97.4
-230.8,-97.2
-230.9,-97.4
-230.9,-97.7
-230.9,-98.1
-231.0,-98.5
-231.1,-98.5
-231.2,-98.4
-231.2,-98.4
-231.2,-98.4
-231.0,-98.3
-230.7,-98.2
-230.6,-98.1
-230.3,-98.1
-230.3,-98.0
-230.3,-98.0
-230.2,-97.9
-230.1,-97.6
-230.1,-97.5
-230.0,-97.3
-230.0,-97.3
-230.0,-97.3
-230.0,-97.3
-230.1,-97.3
-230.1,-97.3
-230.1,-97.2
-230.1,-97.2
-230.1,-97.2
-230.1,-97.2
-230.2,-97.2
-230.4,-97.2
-230.5,-97.3
-230.7,-97.3
-230.8,-97.3
-230.8,-97.4
-230.9,-97.6
-230.9,-97.8
-231.0,-97.9
-230.8,-98.0
-230.7,-98.0
-230.5,-98.0
-230.3,-98.1
-230.3,-98.2
-230.1,-98.4
-230.1,-98.6
-230.1,-98.8
-230.0,-98.9
-230.1,-99.0
-230.1,-99.1
-230.1,-99.2
-230.3,-99.2
-230.3,-99.2
-230.2,-99.2
-230.2,-99.2
-230.2,-99.4
-230.2,-99.5
-230.3,-99.6
-230.3,-99.7
-230.2,-99.7
-230.3,-99.9
-230.2,-100.0
-230.3,-100.2
-230.5,-100.5
-230.5,-100.6
-230.5,-100.7
-230.6,-100.7
-230.7,-100.7
-230.8,-100.8
-230.8,-100.8
-230.9,-100.9
-230.8,-100.9
-230.8,-101.0
-230.8,-101.0
-230.8,-101.1
-230.8,-101.1
-230.9,-101.1
-230.9,-101.2
-230.9,-101.2
-230.7,-101.2
-230.5,-101.2
-230.2,-100.9
-230.0,-100.6
-230.0,-100.4
-230.0,-100.1
-229.9,-100.1
-229.9,-100.0
-229.9,-99.9
-229.9,-99.8
-229.9,-99.8
-230.1,-99.8
-230.2,-99.8
-230.2,-99.7
-230.3,-99.6
-230.3,-99.4
-230.3,-99.3
-230.3,-99.2
-230.2,-99.2
-230.1,-99.2
-230.0,-99.2
-229.9,-99.1
-229.9,-99.3
-229.9,-99.3
-230.0,-99.3
-230.1,-99.5
-230.2,-99.4
-230.4,-99.4
-230.4,-99.4
-230.4,-99.4
-230.5,-99.4
-230.3,-99.4
-230.4,-99.2
-230.4,-99.1
-230.3,-99.1
-230.3,-99.2
-230.1,-99.2
-229.9,-99.1
-229.8,-99.1
-229.8,-99.1
-229.8,-99.2
-229.9,-99.3
-230.2,-99.2
-230.4,-99.2
-230.7,-99.2
-230.7,-99.2
-230.7,-99.1
-230.7,-99.1
-230.6,-99.1
-230.6,-99.0
-230.6,-99.0
-230.5,-99.0
-230.5,-98.8
-230.6,-98.7
-230.7,-98.7
-230.7,-98.7
-230.7,-98.7
-230.6,-98.7
-230.4,-99.0
-230.5,-99.2
-230.6,-99.4
-230.6,-99.5
-230.6,-99.2
-230.4,-99.0
-230.4,-98.7
-230.6,-98.6
-230.7,-98.3
-230.4,-98.1
-230.4,-97.8
-230.4,-97.7
-230.4,-97.6
-230.6,-97.5
-230.6,-97.4
-230.6,-97.2
-230.6,-97.1
-230.7,-97.0
-230.7,-96.9
-230.7,-96.9
-230.7,-96.9
-230.6,-96.9
-230.5,-96.9
-230.5,-96.8
-230.5,-96.8
-230.5,-97.0
-230.5,-97.0
-230.5,-97.0
-230.5,-96.8
-230.6,-96.5
-230.6,-96.5
-230.6,-96.5
-230.8,-96.5
-230.8,-96.6
-230.8,-96.6
-230.7,-96.6
-230.5,-96.6
-230.3,-96.8
-230.3,-96.9
-230.1,-97.0
-230.1,-97.2
-230.1,-97.3
-230.0,-97.3
-229.9,-97.3
-229.9,-97.3
-229.8,-97.2
-229.7,-97.2
-229.7,-97.1
-229.7,-97.1
-229.8,-97.1
-230.0,-97.1
-230.1,-97.1
-230.3,-97.1
-230.3,-97.1
-230.2,-97.2
-230.2,-97.2
-230.2,-97.2
-230.2,-97.3
-230.2,-97.4
-230.2,-97.5
-230.3,-97.6
-230.3,-97.8
-230.3,-97.9
-230.3,-98.0
-230.3,-98.1
-230.4,-98.1
-230.4,-98.2
-230.4,-98.2
-230.4,-98.2
-230.4,-98.2
-230.4,-98.0
-230.3,-97.9
-230.2,-97.8
-230.1,-97.6
-230.0,-97.6
-230.0,-97.6
-230.0,-97.6
-230.0,-97.8
-230.0,-97.9
-229.9,-98.0
-229.9,-98.0
-229.9,-98.0
-230.1,-98.0
-230.2,-98.1
-230.4,-98.1
-230.6,-98.1
-230.6,-98.1
-230.6,-98.2
-230.6,-98.3
-230.5,-98.4
-230.4,-98.4
-230.3,-98.3
-230.2,-98.3
-230.2,-98.3
-230.2,-98.2
-230.2,-98.2
-230.3,-98.2
-230.3,-98.2
-230.4,-98.1
-230.4,-98.1
-230.4,-98.0
-230.4,-97.9
-230.4,-97.9
-230.4,-97.8
-230.2,-97.8
-230.1,-97.8
-230.0,-97.8
-230.0,-97.8
-230.0,-97.9
-230.0,-97.9
-229.9,-97.9
-229.9,-98.0
-230.0,-98.0
-230.0,-98.0
-230.0,-98.0
-230.0,-97.9
-229.9,-97.9
-229.9,-97.9
-230.1,-97.9
-230.2,-97.9
-230.2,-97.9
-230.2,-97.9
-230.2,-98.0
-230.1,-98.0
-230.1,-98.0
-230.0,-98.0
-230.0,-97.9
-229.9,-97.8
-229.9,-97.8
-229.9,-97.7
-229.8,-97.7
-229.8,-97.7
-229.8,-97.7
-229.9,-97.8
-230.0,-97.9
-230.0,-98.0
-230.1,-98.1
-230.2,-98.1
-230.3,-98.1
-230.3,-98.1
-230.4,-98.1
-230.3,-98.1
-230.3,-98.1
-230.4,-98.1
-230.2,-98.1
-230.2,-98.1
-230.1,-98.1
-230.1,-98.2
-230.0,-98.2
-229.9,-98.3
-229.8,-98.3
-229.7,-98.3
-229.7,-98.3
-229.7,-98.2
-229.8,-98.2
-229.9,-98.2
-230.0,-98.2
-230.2,-98.2
-230.2,-98.2
-230.1,-98.3
-230.2,-98.4
-230.1,-98.4
-230.0,-98.5
-230.1,-98.5
-230.0,-98.6
-230.1,-98.7
-230.2,-98.8
-230.2,-98.9
-230.2,-99.1
-230.1,-99.2
-230.1,-99.3
-230.0,-99.3
-230.1,-99.3
-230.0,-99.4
-230.0,-99.4
-229.9,-99.5
-229.9,-99.7
-230.0,-99.9
-230.0,-100.1
-230.0,-100.2
-229.9,-100.2
-230.0,-100.2
-230.0,-100.2
-230.1,-100.2
-230.1,-100.0
-230.1,-100.0
-230.1,-99.9
-230.2,-99.9
-230.2,-100.0
-230.2,-99.9
-230.2,-99.9
-230.2,-100.0
-230.2,-100.0
-230.2,-100.0
-230.3,-100.1
-230.3,-100.0
-230.3,-99.9
-230.3,-99.8
-230.2,-99.7
-230.2,-99.7
-230.1,-99.7
-230.0,-99.7
-229.9,-99.7
-229.9,-99.6
-230.0,-99.6
-230.1,-99.5
-230.1,-99.5
-230.0,-99.4
-229.9,-99.3
-229.8,-99.2
-229.8,-99.2
-229.8,-99.2
-229.9,-99.2
-230.0,-99.2
-230.2,-99.2
-230.3,-99.2
-230.4,-99.1
-230.4,-99.0
-230.3,-98.9
-230.3,-98.8
-230.2,-98.7
-230.2,-98.6
-230.2,-98.7
-230.3,-98.8
-230.4,-98.9
-230.5,-98.9
-230.5,-98.7
-230.5,-98.7
-230.3,-98.7
-230.3,-98.8
-230.3,-99.0
-230.2,-99.1
-230.2,-99.2
-230.2,-99.3
-230.1,-99.4
-230.1,-99.5
-230.1,-99.7
-230.1,-99.8
-230.1,-99.8
-230.0,-99.8
-229.9,-99.8
-229.8,-99.8
-229.7,-99.9
-229.6,-100.0
-229.7,-100.2
-229.8,-100.3
-229.8,-100.4
-229.9,-100.5
-230.0,-100.7
-230.0,-100.9
-230.1,-101.1
-230.2,-101.2
-230.2,-101.2
-230.3,-101.2
-230.2,-101.2
-230.2,-101.1
-230.1,-101.1
-230.0,-101.0
-229.9,-101.0
-229.9,-101.1
-229.9,-101.2
-229.8,-101.5
-229.8,-101.6
-229.8,-101.6
-229.8,-101.5
-229.7,-101.5
-229.7,-101.4
-229.7,-101.3
-229.9,-101.2
-230.0,-101.1
-230.1,-100.9
-230.2,-100.9
-230.2,-100.9
-230.2,-100.9
-230.3,-100.8
-230.3,-100.8
-230.3,-100.6
-230.3,-100.6
-230.3,-100.6
-230.2,-100.6
-230.2,-100.6
-230.1,-100.5
-230.1,-100.5
-230.1,-100.5
-230.0,-100.5
-229.9,-100.5
-229.9,-100.5
-229.8,-100.4
-229.6,-100.5
-229.5,-100.3
-229.4,-100.2
-229.3,-100.1
-229.4,-100.1
-229.5,-100.3
-229.6,-100.5
-229.8,-100.6
-229.8,-100.6
-229.8,-100.6
-229.8,-100.6
-229.8,-100.7
-229.7,-100.7
-229.7,-100.7
-229.7,-100.8
-229.7,-101.0
-229.6,-101.1
-229.6,-101.2
-229.6,-101.1
-229.6,-101.0
-229.8,-101.0
-230.0,-100.9
-230.1,-100.8
-230.3,-100.8
-230.3,-100.6
-230.3,-100.6
-230.2,-100.5
-230.0,-100.5
-229.9,-100.5
-229.8,-100.5
-229.9,-100.6
-230.0,-100.8
-230.0,-101.0
-229.8,-101.3
-229.6,-101.3
-229.4,-101.3
-229.4,-101.3
-229.4,-101.3
-229.4,-101.3
-229.6,-101.3
-229.8,-101.3
-230.0,-101.3
-230.3,-101.3
-230.5,-101.3
-230.6,-101.3
-230.6,-101.2
-230.5,-101.1
-230.3,-101.0
-230.2,-100.8
-230.1,-100.9
-230.1,-100.9
-230.1,-100.8
-230.2,-100.8
-230.2,-100.7
-230.2,-100.6
-230.2,-100.6
-230.1,-100.6
-230.1,-100.5
-230.1,-100.5
-230.1,-100.5
-230.1,-100.5
-230.1,-100.5
-230.1,-100.6
-230.1,-100.6
-230.0,-100.7
-230.0,-100.8
-230.0,-100.7
-229.9,-100.6
-229.9,-100.4
-229.9,-100.3
-229.9,-100.4
-230.1,-100.4
-230.0,-100.4
-230.0,-100.4
-230.1,-100.4
-230.0,-100.3
-230.0,-100.3
-230.0,-100.2
-229.9,-100.2
-229.8,-100.2
-229.8,-100.0
-229.8,-99.9
-229.8,-99.8
-229.9,-99.7
-229.9,-99.7
-230.0,-99.6
-230.0,-99.5
-230.0,-99.3
-230.0,-99.2
-230.0,-99.3
-230.0,-99.3
-230.0,-99.6
-230.2,-99.8
-230.3,-99.8
-230.5,-100.0
-230.6,-100.0
-230.4,-100.1
-230.2,-100.1
-230.1,-100.0
-230.1,-99.8
-230.0,-99.7
-230.0,-99.6
-229.9,-99.6
-229.8,-99.6
-229.8,-99.7
-229.8,-99.7
-229.9,-99.6
-229.9,-99.7
-229.9,-99.6
-229.9,-99.5
-229.9,-99.6
-229.8,-99.6
-229.9,-99.5
-229.9,-99.5
-229.9,-99.5
-229.9,-99.4
-229.9,-99.3
-229.9,-99.4
-229.9,-99.3
-229.9,-99.5
-229.9,-99.6
-229.9,-99.6
-230.0,-99.8
-230.1,-99.8
-230.1,-99.8
-230.2,-99.8
-230.3,-99.9
-230.2,-99.9
-230.2,-99.9
-230.2,-100.0
-230.1,-100.0
-230.0,-99.8
-229.9,-99.8
-229.9,-99.5
-230.0,-99.4
-229.9,-99.2
-230.0,-99.0
-229.9,-98.9
-229.8,-98.8
-229.8,-98.8
-229.8,-98.8
-229.8,-98.8
-229.9,-98.8
-229.9,-98.9
-229.9,-99.0
-229.9,-99.0
-229.9,-99.1
-229.9,-99.1
-229.8,-99.2
-229.8,-99.2
-229.8,-99.3
-229.8,-99.3
-229.8,-99.3
-229.7,-99.3
-229.6,-99.3
-229.6,-99.2
-229.6,-99.1
-229.6,-99.0
-229.7,-99.1
-229.8,-99.3
-229.9,-99.4
-229.9,-99.6
-230.0,-99.6
-230.0,-99.7
-230.0,-99.9
-230.0,-100.0
-230.0,-100.1
-230.0,-100.0
-230.0,-99.9
-229.9,-99.8
-229.9,-99.8
-229.7,-99.7
-229.7,-99.7
-229.8,-99.7
-229.9,-99.7
-230.0,-99.7
-230.1,-99.6
-230.0,-99.6
-230.0,-99.6
-230.0,-99.7
-230.1,-99.7
-230.2,-99.7
-230.2,-99.8
-230.1,-99.7
-230.1,-99.6
-230.0,-99.6
-230.0,-99.5
-229.9,-99.4
-229.9,-99.4
-229.9,-99.2
-229.9,-99.2
-229.8,-99.2
-229.7,-99.1
-229.7,-99.1
-229.8,-99.0
-229.9,-98.8
-230.1,-98.7
-230.3,-98.6
-230.5,-98.5
-230.6,-98.4
-230.6,-98.3
-230.5,-98.2
-230.4,-98.2
-230.3,-98.2
-230.2,-98.4
-230.2,-98.5
-230.2,-98.6
-230.1,-98.6
-230.1,-98.6
-230.0,-98.6
-230.0,-98.6
-230.0,-98.6
-230.0,-98.6
-230.0,-98.7
-230.1,-98.8
-230.2,-98.9
-230.2,-98.9
-230.1,-99.0
-230.1,-99.0
-230.1,-99.1
-230.0,-99.1
-230.0,-99.1
-229.9,-99.2
-229.9,-99.2
-230.0,-99.2
-230.0,-99.3
-230.0,-99.4
-229.9,-99.5
-229.7,-99.6
-229.6,-99.7
-229.6,-99.7
-229.7,-99.7
-229.7,-99.7
-229.7,-99.7
-229.7,-99.7
-230.0,-99.8
-230.2,-99.8
-230.4,-99.8
-230.5,-99.9
-230.5,-100.0
-230.4,-100.0
-230.3,-100.1
-230.2,-100.1
-230.1,-100.1
-230.1,-100.0
-230.1,-100.0
-230.1,-99.9
-230.1,-99.8
-230.0,-99.6
-230.0,-99.5
-230.0,-99.4
-230.0,-99.3
-230.0,-99.3
-230.0,-99.2
-230.1,-99.2
-230.2,-99.2
-230.2,-99.0
-230.2,-98.8
-230.1,-98.6
-230.1,-98.4
-230.1,-98.3
-230.0,-98.3
-229.9,-98.3
-229.9,-98.3
-230.0,-98.3
-230.0,-98.4
-230.1,-98.4
-230.2,-98.4
-230.3,-98.4
-230.4,-98.4
-230.4,-98.4
-230.6,-98.4
-230.6,-98.3
-230.4,-98.2
-230.5,-98.1
-230.4,-98.0
-230.4,-97.9
-230.5,-97.9
-230.5,-97.9
-230.4,-97.9
-230.3,-97.8
-230.1,-97.8
-230.0,-97.7
-229.9,-97.6
-229.9,-97.6
-229.9,-97.6
-229.9,-97.6
-230.0,-97.7
-230.0,-97.9
-230.0,-98.0
-230.1,-98.1
-230.1,-98.3
-230.1,-98.5
-230.1,-98.7
-230.0,-98.9
-230.0,-98.9
-230.1,-98.9
-230.2,-98.9
-230.3,-99.0
-230.4,-99.1
-230.4,-99.2
-230.4,-99.4
-230.3,-99.7
-230.3,-99.9
-230.2,-100.0
-230.2,-100.0
-230.2,-99.7
-230.2,-99.6
-230.2,-99.5
-230.2,-99.5
-230.2,-99.5
-230.1,-99.6
-230.0,-99.6
-229.9,-99.7
-229.9,-99.8
-229.7,-99.9
-229.5,-100.1
-229.5,-100.2
-229.4,-100.1
-229.5,-99.8
-229.7,-99.6
-229.7,-99.4
-229.8,-99.4
-229.9,-99.4
-230.0,-99.4
-230.0,-99.4
-230.0,-99.4
-229.9,-99.4
-229.8,-99.3
-229.8,-99.2
-229.7,-99.0
-229.7,-98.8
-229.7,-98.8
-229.6,-98.7
-229.6,-98.7
-229.6,-98.7
-229.7,-98.7
-229.8,-98.8
-229.9,-98.9
-229.9,-98.9
-230.0,-98.8
-230.1,-98.8
-230.2,-98.7
-230.2,-98.8
-230.3,-99.0
-230.2,-98.8
-230.2,-98.6
-230.2,-98.4
-230.1,-98.3
-230.0,-98.2
-230.0,-98.1
-230.0,-98.1
-230.0,-98.2
-230.1,-98.4
-230.1,-98.5
-230.1,-98.7
-230.1,-98.8
-230.1,-98.8
-230.0,-98.8
-230.0,-98.8
-230.0,-98.8
-229.9,-98.8
-229.9,-98.8
-229.8,-98.8
-229.8,-98.8
-229.9,-98.8
-229.9,-98.8
-229.9,-99.0
-230.0,-99.2
-230.1,-99.6
-230.2,-99.8
-230.4,-100.0
-230.3,-100.1
-230.3,-100.1
-230.3,-100.1
-230.3,-99.9
-230.3,-99.7
-230.3,-99.6
-230.3,-99.4
-230.3,-99.4
-230.3,-99.4
-230.3,-99.4
-230.3,-99.4
-230.2,-99.4
-230.2,-99.4
-230.2,-99.4
-230.2,-99.5
-230.3,-99.5
-230.4,-99.6
-230.4,-99.6
-230.5,-99.5
-230.4,-99.4
-230.3,-99.3
-230.3,-99.2
-230.2,-99.1
-230.3,-98.9
-230.3,-98.8
-230.1,-98.6
-230.2,-98.4
-230.1,-98.1
-230.0,-97.9
-230.1,-97.7
-230.0,-97.7
-230.0,-97.7
-230.1,-97.7
-230.2,-97.7
-230.3,-97.7
-230.4,-97.7
-230.4,-97.8
-230.4,-97.9
-230.5,-97.9
-230.5,-98.1
-230.4,-98.3
-230.4,-98.4
-230.4,-98.4
-230.3,-98.3
-230.3,-98.2
-230.1,-98.0
-230.0,-98.0
-230.1,-97.9
-230.1,-97.9
-230.3,-97.9
-230.5,-98.0
-230.4,-98.0
-230.4,-98.1
-230.4,-98.2
-230.3,-98.2
-230.3,-98.4
-230.3,-98.5
-230.3,-98.6
-230.3,-98.6
-230.4,-98.5
-230.4,-98.4
-230.4,-98.3
-230.4,-98.3
-230.4,-98.3
-230.4,-98.3
-230.4,-98.4
-230.4,-98.4
-230.3,-98.3
-230.3,-98.3
-230.2,-98.3
-230.1,-98.3
-230.1,-98.4
-230.0,-98.4
-230.1,-98.4
-230.1,-98.5
-230.0,-98.5
-230.0,-98.5
-230.0,-98.5
-230.0,-98.5
-229.9,-98.6
-229.9,-98.8
-229.7,-98.8
-229.6,-98.9
-229.4,-98.9
-229.2,-98.9
-229.1,-98.9
-229.1,-98.9
-229.1,-98.8
-229.0,-98.9
-229.0,-98.9
-229.0,-99.0
-228.9,-99.1
-228.9,-99.3
-228.8,-99.4
-228.7,-99.6
-228.6,-99.9
-228.5,-100.0
-228.4,-100.1
-228.4,-100.2
-228.2,-100.1
-228.0,-100.0
-228.1,-99.7
-228.0,-99.4
-228.1,-99.2
-228.2,-98.9
-228.1,-98.8
-228.1,-98.8
-227.9,-98.8
-227.6,-98.8
-227.5,-98.8
-227.3,-98.8
-227.2,-98.8
-227.1,-98.7
-227.0,-98.7
-226.9,-98.7
-226.7,-98.7
-226.5,-98.7
-226.3,-98.6
-226.2,-98.5
-226.2,-98.3
-226.1,-98.0
-226.1,-97.8
-226.1,-97.7
-226.0,-97.8
-225.7,-97.9
-225.4,-98.0
-225.1,-98.1
-224.9,-98.1
-224.8,-98.1
-224.6,-97.9
-224.4,-97.8
-224.2,-97.6
-224.0,-97.5
-223.8,-97.6
-223.7,-97.6
-223.6,-97.6
-223.6,-97.6
-223.6,-97.6
-223.5,-97.6
-223.4,-97.6
-223.2,-97.7
-222.9,-97.9
-222.7,-98.1
-222.6,-98.3
-222.5,-98.5
-222.5,-98.5
-222.4,-98.6
-222.2,-98.6
-222.1,-98.3
-221.8,-98.1
-221.5,-97.9
-221.3,-97.6
-221.1,-97.6
-220.8,-97.6
-220.6,-97.6
-220.4,-97.8
-220.1,-97.7
-220.0,-97.7
-219.9,-97.7
-219.7,-97.7
-219.6,-97.7
-219.5,-97.7
-219.2,-97.7
-219.2,-97.8
-219.0,-98.1
-218.8,-98.2
-218.7,-98.4
-218.5,-98.4
-218.4,-98.4
-218.2,-98.3
-217.9,-98.1
-217.6,-98.1
-217.3,-98.0
-217.2,-98.1
-216.9,-98.2
-216.7,-98.3
-216.5,-98.5
-216.2,-98.7
-216.2,-98.8
-216.1,-99.0
-215.9,-99.1
-215.9,-99.2
-215.8,-99.3
-215.7,-99.4
-215.6,-99.3
-215.3,-99.4
-215.1,-99.4
-215.0,-99.4
-214.8,-99.5
-214.6,-99.6
-214.4,-99.7
-214.0,-99.8
-213.7,-99.8
-213.5,-99.8
-213.2,-99.9
-213.0,-100.0
-212.9,-100.0
-212.6,-100.1
-212.4,-100.2
-212.2,-100.4
-212.0,-100.7
-212.0,-100.8
-211.9,-101.0
-211.8,-101.1
-211.7,-101.0
-211.5,-101.0
-211.2,-100.8
-210.9,-100.6
-210.7,-100.6
-210.4,-100.6
-210.2,-100.6
-210.1,-100.5
-209.6,-100.3
-209.3,-100.2
-208.8,-100.1
-208.6,-100.1
-208.5,-100.1
-208.4,-100.1
-208.3,-100.1
-208.1,-100.0
-207.8,-100.0
-207.6,-99.8
-207.4,-99.5
-207.2,-99.1
-207.0,-98.9
-206.8,-98.9
-206.7,-99.0
-206.3,-99.0
-206.0,-99.1
-205.8,-99.0
-205.5,-98.9
-205.3,-98.8
-205.0,-98.7
-204.7,-98.6
-204.4,-98.4
-204.0,-98.2
-203.8,-98.0
-203.6,-98.2
-203.5,-98.4
-203.3,-98.6
-203.0,-98.8
-202.7,-98.8
-202.3,-98.7
-202.2,-98.6
-202.0,-98.5
-201.8,-98.3
-201.5,-98.2
-201.0,-98.1
-200.5,-98.1
-200.0,-98.2
-199.6,-98.2
-199.4,-98.3
-199.1,-98.3
-198.7,-98.3
-198.4,-98.3
-198.0,-98.4
-197.8,-98.3
-197.6,-98.4
-197.5,-98.4
-197.4,-98.4
-197.4,-98.5
-197.2,-98.6
-196.9,-98.7
-196.6,-98.8
-196.3,-99.0
-196.0,-99.0
-195.6,-99.0
-195.3,-99.0
-195.0,-98.9
-194.7,-98.9
-194.6,-98.9
-194.2,-98.8
-193.8,-98.8
-193.3,-98.9
-192.7,-98.9
-192.2,-98.9
-191.9,-99.0
-191.5,-99.0
-191.2,-99.0
-190.9,-99.0
-190.6,-99.0
-190.4,-99.0
-190.3,-99.0
-190.0,-99.0
-189.8,-99.1
-189.6,-99.1
-189.1,-99.2
-188.8,-99.2
-188.3,-99.3
-187.7,-99.4
-187.3,-99.5
-186.7,-99.6
-186.4,-99.6
-186.1,-99.6
-185.9,-99.7
-185.7,-99.8
-185.5,-100.0
-185.2,-100.1
-184.8,-100.2
-184.5,-100.3
-183.8,-100.4
-183.2,-100.4
-182.7,-100.4
-182.2,-100.5
-182.1,-100.5
-182.0,-100.5
-181.8,-100.6
-181.7,-100.7
-181.3,-100.8
-180.8,-101.0
-180.3,-101.0
-179.8,-101.0
-179.4,-101.0
-179.1,-100.9
-178.8,-100.8
-178.5,-100.7
-178.0,-100.5
-177.6,-100.6
-177.1,-100.8
-176.6,-100.8
-176.2,-101.0
-175.8,-101.1
-175.5,-101.1
-175.2,-101.2
-174.9,-101.1
-174.5,-101.0
-173.9,-101.1
-173.5,-101.1
-172.9,-101.1
-172.5,-101.1
-172.3,-101.0
-172.1,-100.9
-171.9,-100.7
-171.6,-100.5
-171.2,-100.4
-170.8,-100.3
-170.5,-100.2
-170.0,-100.1
-169.6,-100.1
-168.9,-100.0
-168.2,-100.0
-167.8,-100.0
-167.3,-99.9
-167.0,-99.9
-166.7,-99.9
-166.4,-99.9
-166.0,-99.9
-165.6,-99.9
-164.9,-99.7
-164.2,-99.6
-163.6,-99.4
-163.2,-99.2
-163.0,-99.2
-162.7,-99.2
-162.3,-99.3
-161.9,-99.4
-161.5,-99.5
-161.0,-99.5
-160.6,-99.5
-159.8,-99.5
-159.3,-99.5
-158.8,-99.4
-158.4,-99.3
-158.2,-99.2
-157.9,-99.2
-157.3,-99.0
-156.8,-98.8
-156.3,-98.7
-155.6,-98.6
-155.1,-98.6
-154.6,-98.6
-153.8,-98.3
-153.2,-98.3
-152.7,-98.1
-152.3,-98.0
-152.0,-97.9
-151.5,-97.8
-151.1,-97.8
-150.7,-97.9
-150.1,-97.9
-149.8,-98.0
-149.5,-98.1
-149.1,-98.0
-148.3,-98.1
-147.6,-98.0
-146.8,-97.9
-146.0,-98.0
-145.6,-98.0
-145.2,-98.1
-144.7,-98.2
-144.3,-98.2
-143.6,-98.3
-143.0,-98.4
-142.6,-98.5
-142.1,-98.6
-141.8,-98.6
-141.4,-98.6
-140.8,-98.6
-140.4,-98.6
-139.9,-98.6
-139.4,-98.6
-138.9,-98.6
-138.4,-98.7
-138.0,-98.7
-137.6,-98.6
-137.0,-98.5
-136.4,-98.5
-135.7,-98.4
-135.0,-98.6
